Id,Score,Summary
2659,5,Easy and tasty for better health
2660,5,Very refreshing!
2661,5,Love it!
2662,5,Refreshing addition to water
2663,4,Powdered Green Tea by Stash
2664,4,Refreshing flavor
2665,5,Just as expected
2666,5,Great taste and convenient
2667,5,Tea
2668,4,Refreshing summer beverage
2669,1,waste of money
2670,5,Great product - at last!
2671,5,Lightly sweet and cheeper than an Jamba Juice Matcha Shot!
2672,1,Terrible
2673,1,"Beware, if you have a corn allergy!!"
2674,5,lightly sweetened green iced tea powder
2675,5,Great Product
2676,1,Not So Much!
2677,4,"Pretty good stuff, with the right sweetener"
2678,2,Don't bother
2679,2,Not worth it!
2680,2,I wouldn't bother.
2681,4,powdered tea
2682,2,mona lisa
2683,1,stash tea powder review
2684,1,The mint tea I bought
2685,5,Real Rose petals and all  the delicious flavor!
2686,2,"eliminate the ""natural flavor"" additive"
2687,1,I hope I just got a bad batch
2688,2,"Not Too ""Rosey"""
2689,5,rosematic
2690,5,NO MORE PEPSI FOR ME!!
2691,4,pleased
2692,5,Perfect!
2693,4,Davidson's Rose Congou Leaf Tea
2694,5,Lovely Tea
2695,5,Yum.
2696,5,Adzuki beans
2697,5,yummy
2698,5,beans
2699,5,Works for me!
2700,3,decent but Monin is better...
2701,1,Don't waste your money
2702,5,Koala Crisps rock!
2703,5,Lemonylicious
2704,5,the best ever
2705,5,Easy Summer dessert
2706,4,A Caveat
2707,5,Great Popcorn
2708,4,Keep poppin!
2709,4,Tender
2710,1,Shipping is INSANE!!!
2711,5,Our Favorite Popcord
2712,5,good popcorn
2713,2,"Too small, too much shell & not enough white fluffy part"
2714,2,Tasty popcorn but kernels too small for a hot air popcorn popper
2715,3,Small pops
2716,5,The Best
2717,5,Amish Baby White Popcorn
2718,5,POPCORN DON'T GET ANY BETTER THAN THIS
2719,5,Best Popcorn
2720,4,baby white popcorn is tasty and has no hulls to get into teeth
2721,5,Enjoy
2722,5,Best Popcorn Ever
2723,5,GREAT
2724,4,Good Stuff
2725,5,Popcorn lovers love this popcorn!
2726,3,dissappointed
2727,4,Very good popocorn
2728,4,good stuff
2729,5,Crispy & light!
2730,5,Spoiled me for other popcorn
2731,3,Heed the advice on hot air poppers
2732,4,Amish Country Baby White Popcorn
2733,2,average taste
2734,5,Great little mini popcorn!
2735,5,Tops in the Popcorn World
2736,5,GREAT HULL LESS POPCORN
2737,1,Poor product
2738,1,Rip off Alert
2739,3,Okay but there's much better
2740,3,Good but----
2741,5,very good
2742,2,This is not hull-less popcorn! Or even close.
2743,3,Received wrong product
2744,4,"Pops well, not much flavor"
2745,4,"Wow, it's worth the cost for tender white hulless"
2746,5,Amish Country Baby White
2747,5,wonderful
2748,5,yummy
2749,5,Best Popcorn Ever
2750,5,Microwave Popcorn
2751,5,wonderful
2752,5,"Just a tad too small for my wife's taste, but kids and I love it"
2753,4,small but good
2754,5,Love it
2755,5,great popcorn
2756,5,The best popcorn I've ever tasted...
2757,5,fabulous popcorn
2758,5,Yummy popcorn.
2759,5,"great product, a little pricy, but worth it."
2760,5,A great popcorn for small children!
2761,1,the worst popcorn on the planet
2762,5,Excellent popcorn
2763,2,popcorn
2764,1,Wabash  Valley Farms Amish Country Baby White Popcorn
2765,3,Popcorn was alright
2766,1,Nonthing but deadheads
2767,3,Small Kernals
2768,1,amish popcorn
2769,4,Delicious Popcorn
2770,1,Baby White Popcorn
2771,2,great popcorn  terrible price for shipping
2772,1,Amish County Baby White Popcorn not really in stock
2773,5,Yummy!
2774,4,thirty bucks?
2775,5,Flies Begone
2776,5,"In my opinion, the best clam chowder out there!  A perfect winter meal."
2777,5,"Yes, it's from a can..."
2778,2,"I, too, am perplexed"
2779,4,"Bar Harbor All Natural New England Clam Chowder, 15-Ounce Cans (Pack of 6)"
2780,2,Tasteless
2781,4,Clam Chowder
2782,5,Clam Chowda Pizza! It's Awesome! And Simple to make!
2783,3,Decent canned clam chowder
2784,5,Bar Harbor News England clam chowder
2785,5,Possibly the best canned clam chowder available.
2786,1,"What Is This ""Stuff?"""
2787,5,Simplicity at it's best
2788,2,Not very good
2789,2,Nothing Special
2790,1,Bar Harbor where are the clams????
2791,5,the best
2792,4,will buy again
2793,4,Clam it up
2794,1,Rather Have Chunky
2795,3,Bit of a disappointment on two fronts
2796,3,Can't find the clams
2797,5,Best Canned Chowder
2798,5,Clam 'Chowdah' Hog Heaven!
2799,3,Best canned Clam chowder I've ever had
2800,4,"Lacks Certain ""Key"" Ingredients"
2801,3,"Not great, not bad"
2802,5,"Very Good, Lots of Clams and Natural Recipe"
2803,1,Dropped from a plane?
2804,4,MMMMMM
2805,5,bar harbor clam chowder
2806,4,I love cashew butter!
2807,2,"Decent, but not great"
2808,3,Dog loves this stuff but...
2809,5,My Dog really likes Iams Savory Sauce
2810,1,"Not full leaf, 1 pound, not 20 pounds"
2811,1,USA Chicken Stix
2812,5,MADE IN THE USA
2813,5,a favorite
2814,5,Happy Camper!
2815,3,Makes a good gift
2816,3,"great cereal, but too expensive online yet"
2817,4,Better Tasting Than Most Healthier (or High-Fiber) Cereals
2818,5,BEST CEREAL EVER!
2819,5,Love this cereal!
2820,5,Ambrosia.
2821,5,Great coconut water in just the right size!
2822,4,Good taste
2823,4,"a great product, and convenient shipment"
2824,5,Best tasting coconut water I have found!
2825,5,like it
2826,5,"Hydrating, Refreshing, Great-Tasting Drink"
2827,5,My favorite flavor!!
2828,4,Just as advertised
2829,5,Awesome tasting!
2830,3,Um package change from 17oz to 16.9oz??
2831,5,vita coco
2832,4,"I was addicted to this stuff for a while, but wore myself out"
2833,5,The answer to all your Cramping problems.
2834,5,Vita Coco with Pineapple - the BEST yet!
2835,5,vita coco
2836,5,Refreshing and Delicious
2837,5,My Favorite
2838,5,Best Flavor- Light but Refreshing
2839,5,cold and refreshing
2840,2,Not the greatest.
2841,5,Yummy!
2842,5,"Same Great Taste, just More of it!"
2843,5,Best coconut water flavor and size
2844,5,Unusual flavor......
2845,5,My afternoon pick-up
2846,5,thirst quenching
2847,5,Coconut Water with Pineapple...Yummy!
2848,4,"Finally, a coconut water I like"
2849,5,delicious!!!
2850,5,Coconut Water
2851,5,Yummy
2852,5,Good for use in smoothies
2853,5,Awesome
2854,5,Vita Coco Water is Awsome
2855,5,EXCELLENT
2856,5,Delicious and Rejuvenating
2857,5,great taste. nice fruit flavor. serve chilled
2858,5,Vita coco is best
2859,1,Nutritional content of this brand does not live up to what's on the label.
2860,1,GROSS
2861,5,So Addicted
2862,1,well ...
2863,2,yuck
2864,2,Amazon won't live up to their end
2865,5,Safety Instructions for coca tea
2866,5,My pug loves them but I got a different hartz treat.
2867,5,My Sheltie Adores Them!
2868,5,Great treats
2869,1,Wrong Product displayed for order
2870,5,piggie skins
2871,1,Extremely Disappointed
2872,5,my favorite sugarless flavor
2873,5,Love this gum
2874,5,Best cinnamon gum out there!
2875,4,another great Green Mountain coffee
2876,5,greatest coffee
2877,5,great deal!
2878,4,Best in show for K-cup French Roast
2879,5,"Great coffee, great price"
2880,4,One of my favorite coffees
2881,4,Great cup of Coffee
2882,5,excellent choice
2883,4,Green Mountain K Cups
2884,4,Green Mountain compared with Tully's French Roast
2885,5,My FAVORITE K-Cup
2886,5,This is great French Roast
2887,5,Love this coffee
2888,1,Tastes like...
2889,5,Yummy Cookies
2890,3,3.5* snack for a non-chocophile
2891,5,Peanut Butter Cookies
2892,4,Good buy
2893,5,The portable and edible Oreo
2894,5,Very good snack!
2895,4,These are ok.....
2896,5,Very Good
2897,4,"Flavor in, Calories Down, Fat Nearly Out"
2898,4,Now we have the Oreo transformed into a baked chocolate wafer snack
2899,3,not as good as the 100-calorie Oreos
2900,5,Great Taste!!!
2901,5,Seemingly impossible...
2902,4,THESE ARE TRUE 'MAINSTREAM' DIET SNACKS --
2903,4,"Chocolate Wafers in an Identity Crisis as Oreos...But If Deception Helps Monitor Calories, Why Not?"
2904,5,Oreo Crisps
2905,2,Not The Best Cookies I've Ever Had!
2906,5,Yummy
2907,5,very yummy
2908,5,Oreo Dipped Delight Bars
2909,5,teaching cookies
2910,5,100 calorie Cakesters
2911,4,They're not bad
2912,4,Fantastic little treats!
2913,5,"100 Calorie Pack, Chips Ahoy Cookies"
2914,5,Great 100 Calorie Treat!!
2915,5,"Good, and just enough to satisfy you."
2916,4,Good snack
2917,2,Cookie chips were not very tasty
2918,5,Yummers!
2919,5,Good snacks
2920,5,Oreo Thin Crisps 100 Calorie Packs
2921,5,Oreo Thin Crisps work for me
2922,5,Yummy!
2923,4,"Chocolate Wafers in an Identity Crisis as Oreos...But If Deception Helps Monitor Calories, Why Not?"
2924,4,I'm a fan...
2925,5,Oreo flavored crackers without the creme filling
2926,3,Not impressed
2927,5,"CRISPY, CRUNCHY, AND CHOCOLATEY"
2928,5,Delicious Mini Chocolate Treats Help Weight Loss Efforts!
2929,5,Delicious
2930,1,I agree with P. Lucas
2931,1,Good? You CAN'T be serious
2932,1,these ain't oreo's
2933,4,Good product but not fresh
2934,5,I love these!!!
2935,2,Not so great
2936,4,nt
2937,5,Amazing
2938,5,Worked very well
2939,5,Keeps my cats happy and healthy
2940,1,All 3 of my cats refused to eat it
2941,1,The worst snap-lock reseal ever made?
2942,1,"Filler food is empty, leaves your cat always needing more"
2943,5,She Loves It
2944,1,Kitty Junk Food
2945,2,"Not minced, this is ground beef"
2946,3,Not minced
2947,1,Kitty Junk Food
2948,1,"Filler food is empty, leaves your cat always needing more"
2949,1,All By-Product & Corn -- Don't Waste Your Money!
2950,3,Quanty????
2951,5,Best Green Tea Ever!
2952,2,"Looks better than it tasted, I'm told"
2953,5,Wow!!!!!!!!!!
2954,5,"I love, love, love, coffee!!!"
2955,4,Parmesan Heaven
2956,5,fantastic product
2957,1,Not happy with the product!
2958,5,these beans were wonderful
2959,5,Great Peanuts!
2960,5,Much better than tea bags
2961,5,Love this stuff!!
2962,5,totally satisfying!
2963,5,Superlative store bought cookies: very hard to find!
2964,1,Awful
2965,5,Love this dressing! - Wild Thymes Products: Meyer Lemon Dressing
2966,2,almost expired seaweed
2967,5,"Deliciously seasoned, lite and crispy!"
2968,1,contains MSG
2969,5,seaweed and rice
2970,5,Great for snacking
2971,5,Tasty
2972,5,"hard to find in New York, glad amazon can deliver it"
2973,1,"1 star for price, 5 stars for taste"
2974,5,"Best tasting wheat free, gluten free cake mix available"
2975,3,gluten free basic mix
2976,2,Could have been better
2977,1,strange flavor
2978,5,Awesome with some changes
2979,5,A cake for all occassions.
2980,5,"Namaste Foods, Gluten Free Vanilla cake Mix"
2981,4,yummy as cupcakes
2982,4,Tasty
2983,5,2nd Birthday Saviour!
2984,1,Just awful
2985,5,"Large Quanity, discontinued seasonal delicious tea"
2986,5,SWEET DREAMS
2987,5,The best for a winter tea party!
2988,5,Wonderful
2989,5,Love the tea!
2990,4,"Fun, Intense Holiday Tea"
2991,5,Fast shipping good company to buy from
2992,5,A very pleased customer
2993,5,Great cookie and lots of fun
2994,5,...while in bed
2995,4,Fortune Cookies
2996,4,Color Discrepancy
2997,5,crispy fresh
2998,2,they are soooo tiny!
2999,5,Excellent service and product
3000,1,boring boring boring
3001,5,feliciaflan
3002,5,Fortune Cookies
3003,5,Very good
3004,5,awsome!!
3005,5,PERFECT
3006,4,satisfied customer
3007,4,great product--but a rip-off on this site
3008,5,"Great aroma, and I don't like coffee"
3009,5,Jarred Paradise
3010,4,Yummy!
3011,3,Tastes Like Wint-O-Green Life Savers
3012,3,"Good popcorn, poor shipping"
3013,4,It's like Buttah!
3014,5,"Awesome snack, great product."
3015,5,Handy Size
3016,5,My cats love this tuna
3017,4,Good Nutrition and Right Size.
3018,5,"convenient, filling, 70 calories and lots o protein = great work lunch item"
3019,2,Quick wild rice is ok
3020,5,Best Quick Cook Wild Rice.
3021,5,Great Quality and convenient quick cooking
3022,4,"Very good corral for 1 horse, maybe 2 with additional electric tape"
3023,3,Easy and portable...but a few issues
3024,5,Easy Assembly - Great for Alpacas!
3025,4,Nicely thought out kit for temporary grazing etc
3026,4,"Easy Setup, Nice Design"
3027,5,Works for us
3028,5,Great for short term fencing!
3029,5,It is very easy to set up.
3030,4,Good
3031,5,Love it!
3032,5,Real Truffle Oil makes a Difference
3033,5,No more guilt snacking the grand-babies!
3034,5,DELICIOUS!!!
3035,5,WhoNu? Chocolate Sandwich Creme Cookies ~~ DELICIOUS AND HEALTHIER THAN THE MAJOR NAME BRAND !!!
3036,5,SO delicious!
3037,2,"Delicious, but....."
3038,3,Okay
3039,5,Really good cookies!
3040,4,These are good but..........................
3041,1,Stay away from this company
3042,5,nice caramel flavor
3043,5,Cafe Excellence Crazy caramet whole beans 2 pound
3044,5,orbit white peppermint is the best!
3045,5,The best bad breath and no fowl after taste
3046,5,Great Chocolates
3047,5,Excellent Chocolates
3048,5,Snyder's Best Flavor
3049,5,One of the best snacks going.
3050,5,Thanks for carrying these!
3051,5,Great
3052,5,A favorite quick meal solution
3053,5,A Staple in my house
3054,5,Best Coffee Ever...
3055,5,Island coffee
3056,5,Great mild coffee
3057,3,Flavor didn't work for me; back to Honey Nut
3058,5,Delicious Treat!!!
3059,5,Passover treat
3060,1,Not particularly good
3061,5,Excellent!
3062,5,My new FAVE pasta!
3063,5,Daughter's favorite food
3064,5,Now this is PASTA!
3065,5,Great product
3066,3,"My husband called these ""healthy brownies"""
3067,5,Guilt Free YUMMMMM!
3068,5,Hodgson mill brownie mix
3069,5,"Healtier, but not guilt-free..."
3070,5,Needs a few additions
3071,5,Love 'em!!
3072,5,Yummy!
3073,4,"Higher fiber, yet tasty... especially if you add mini-chips"
3074,5,These are grrrrrrrreat!
3075,5,Good if you like flax seed.
3076,2,"oily, gritty finished product"
3077,4,A feel better brownie- some health.
3078,4,good healthy dessert but needs work
3079,3,Grainy Brownies
3080,5,Best  Brownies
3081,5,Delicious Brownie
3082,3,Not extraordinary
3083,1,Surprised by all the good reviews
3084,5,Plenty and fresh
3085,5,Excellent produce
3086,5,Exceptional
3087,5,Excellent Casablanca Tea
3088,5,Yummy!
3089,5,wonderful loose leaf tea
3090,5,Goodness!
3091,5,Delicious
3092,5,EFFECTIVE AND SOOTHING TEA FOR KIDS THROAT
3093,5,Wonderful Healthy Snack for Baby!
3094,5,crack for toddlers
3095,5,Got them for my dog with heart failure
3096,1,Flavor & texture not good in this batch
3097,5,Love!
3098,5,Great for Little Ones
3099,5,A great way to get kids to eat vegetables!
3100,5,great toddler snacks
3101,4,Great toddler snack; inconsistent quality
3102,5,"amazing snack! My KIDS love them, too!"
3103,3,Very good but too expensive
3104,1,Not Gluten Free!!!!!!
3105,5,You get a lot...but has a lot of uses
3106,5,dog treats
3107,5,Delish smoked cheese I will buy over and over again!
3108,5,Fantastic Goat Cheese
3109,5,Very delicious coffee!
3110,5,I LOVE this coffee!
3111,5,Better than Starbucks
3112,4,great alternative for coffee drinkers
3113,5,DELICIOUS
3114,5,I only drink puroast coffee!
3115,5,Nice alternative to regular coffee...
3116,3,Wonderful substitute...
3117,3,Low acid makes a difference
3118,3,Low acid taste - tastes more like a medium roast
3119,2,"A Good News, Bad News Situation for Low-Acid Drinkers"
3120,4,Surprisingly good and no nausea!
3121,5,Best Coffee Ever
3122,1,Single worst coffee ever
3123,1,The Worst Tasting Coffee I Have EVER Tasted!
3124,1,Undrinkable
3125,2,Ugh.
3126,4,Can be improved easily
3127,5,An excellent bread machine mix.
3128,5,Yummmyyyy
3129,5,"Great, glorious, super, wonderful, delicious bread!!!"
3130,5,Good Back to the Basics bread
3131,5,potato bread
3132,5,AWSOME BREAD!!!!!!!
3133,5,Hodgson Potato Bread
3134,5,Always a great Brand - full line of products 2 choose from
3135,4,Great bread
3136,5,How Good!
3137,3,potato bread mix
3138,5,My Fave Hodgson Mill Bread Mix!
3139,5,Hodgson Mill Bread Mix Products
3140,5,What a Great Product
3141,5,Excellent bread mix
3142,5,Nice bread
3143,5,Good to use the bread machine again
3144,5,Excellent bread mix
3145,4,"Great, easy homemade bread"
3146,5,Great Bread
3147,5,Delicious Homemade bread
3148,5,Potato Bread Winner
3149,1,Potato Bread
3150,3,"good, tasty and easy bread"
3151,2,If you like gummy white bread . . . .
3152,3,Bread
3153,3,ABSOLUTELY DELICIOUS
3154,5,Delicioius Water I Didn't Have To Carry In
3155,5,Great water!
3156,5,Good water only comes with a price...
3157,5,Best water ever.
3158,5,Great Tasting Water
3159,5,Happy with the purchase
3160,5,30 bottles instead of the usual 24
3161,1,Awful
3162,5,TalkingRain Spring Water
3163,5,excellent quality
3164,5,Water for my pets.
3165,5,Highly Recommend
3166,2,Shipping packaging is poor
3167,4,Spring Water
3168,3,Most Washington water is better than this
3169,3,it's aight.
3170,2,just water-nothing more
3171,1,Cloudy means impurities!
3172,5,A great buy
3173,5,AMEDEI
3174,1,"Its not Mango only but Grape, Pineapple"
3175,5,"Nice, sweet mango"
3176,5,Bigger Amount/Smaller Price than Supermarkets
3177,5,Suzie's Puffed Thin Cakes
3178,5,Excellent and healthy
3179,5,"Great Little Rice ""Patties"""
3180,5,Great For Sandwiches
3181,5,The best rice cake ever!
3182,5,Words fail me to describe how much I love these
3183,5,Best gluten-free substitute for bread ! ! ! And worth every penny!
3184,5,Surprisingly Tasty
3185,5,Great light cracker substitute
3186,5,The perfect delivery system!
3187,5,Better than expected
3188,1,Too Much Inorganic Arsenic
3189,5,Best value
3190,5,"LOVED IT, SHARED IT, EVERYONE LOVED IT"
3191,5,best snack
3192,5,"Delicious, low calorie and healthy snack. Good price too!"
3193,5,The best organic green tea available in teabags.
3194,5,Refined Tea Taste
3195,5,The very best organic green tea!!
3196,5,will never buy a different brand again
3197,1,new recipe gone bad
3198,3,dissapointed
3199,5,Devine  White clam sauce?
3200,4,Size of can seemed bigger
3201,4,Chopped Clams
3202,4,Great Price
3203,5,Premium Quality Dog Food!!!
3204,5,Good stuff!
3205,5,"Grove Square Hot Cocoa Cups, Milk Chocolate, Single Serve cup for Keurig K-cup brewers, 24 Count"
3206,4,Delicious Hot Cocoa
3207,5,So yummy!
3208,5,yummy
3209,5,Great!
3210,3,Decent Flavors but a little weak
3211,5,Great hot chocolate
3212,5,Great cup of cocoa
3213,1,Disgusting
3214,5,"Fast, Affordable, & very good!!!"
3215,4,Hot Cocoa right on time
3216,5,Along these lines
3217,4,A CHOCOHOLIC'S VIEW
3218,5,Great Hot Cocoa!
3219,2,Sweet cocoa
3220,1,should say diet
3221,5,good hot cocoa
3222,2,If you like the taste of artificial sweetner it is ok.
3223,5,Grove Square Hot Cocoa For Keurig
3224,5,highly recommended hot chocolate
3225,5,Best Keurig Hot Chocolate so far
3226,5,A++ Service
3227,5,Great Value and Super Yummy!
3228,5,Great taste
3229,5,Grove Square
3230,3,Pretty good cocoa
3231,4,What a great value!!
3232,5,"Great product, great price ..."
3233,5,"Grove square Hot Cocoa cups,Milk Chocolate For Keurig K-cups Brewers, 24 Count"
3234,5,tastes pretty good
3235,5,Love the hot chocolate
3236,5,Easy and kids love it
3237,5,Great tasting coco
3238,5,Kcup Hot Cocoa
3239,5,Love it!
3240,5,great taste for a great price
3241,5,Keurig hot chocolate
3242,5,Great Dark Cocoa
3243,1,Still Looking
3244,3,Taste is okay
3245,5,The kids love it!
3246,4,Found the secret
3247,5,the best chocolate taste out there!
3248,5,Hot cocoa k-cups
3249,5,cocoa
3250,5,Good cocoa
3251,5,Great hot chocolate!
3252,5,Best hot chocolate
3253,4,Hot Cocoa
3254,5,Very good Hot Chocolate
3255,5,HARD TO BELIEVE
3256,3,Eh... why bother?
3257,5,love this
3258,1,Can taste artificial sweetner.
3259,5,very good
3260,3,I like old school cocoa much better
3261,4,Grove Square Hot Coco K-Cups
3262,5,"Kids Love it, Taste Best to me..."
3263,5,good taste comes in small packages
3264,5,I LOVE THIS HOT CHOCOLATE FOR THE KEURIG!
3265,5,Love the flavor
3266,5,Creamy & Rich Cocoa
3267,5,best k-cup hot chocolate
3268,5,k-cup cocoa
3269,5,"If you like hot chocolate, this is great"
3270,4,worth it
3271,4,Very convenient and pretty good
3272,5,Really good!
3273,4,Received expired product
3274,5,Warms the soul........
3275,1,Ugh so not what I was expecting >.&lt;
3276,4,Delicious cocolate
3277,5,The Best hot Cocoa in a K-Cup
3278,5,Very good hot chocolate.
3279,1,Oh please... get an envelope and some hot water
3280,3,"OK for the price, not great"
3281,2,so so
3282,5,Well worth the money
3283,5,"Rich, smooth and creamy"
3284,5,amazon nut
3285,5,PERFECT!
3286,3,SWEET
3287,5,Hot Cocoa K-cups
3288,4,Sugar AND Sucralose
3289,4,Really tasty...
3290,5,Great Value
3291,5,Not bad using CoffeeMate Chocolate Creamer
3292,5,nummy
3293,4,kids will love it
3294,3,"Buy packets, swiss miss is better and cheaper."
3295,2,Too watery after multiple settings.
3296,4,Good drink
3297,5,Never without!
3298,4,Grandkids love it!
3299,4,Great cocoa..
3300,5,keurig hot chocolate
3301,5,Grove cocoa k-cups
3302,3,Not Swisshot chocolate
3303,3,Kids love it - me not so much
3304,5,Hot Choc K Cup
3305,4,"Better than the others, but still not quite there"
3306,3,Why can't anyone make a hot cocoa without sucralose/Splenda in it?
3307,5,Really Good Hot Cocoa - Highly Recommended
3308,5,Great flavor!
3309,4,Not bad. Not bad at all.
3310,5,Perfect Cocoa
3311,4,Tasty and at a great price.
3312,5,"Much better than expected, great for the kids"
3313,5,"Rich, thick cocoa.  Surprisingly good!"
3314,5,Pleasantly surprised
3315,2,Sucralose!
3316,5,Tasty and Good for Weight Watchers!
3317,5,Yummy!!
3318,4,Hot Cocoa
3319,4,k-cups
3320,4,"Not bad, not bad at all"
3321,5,TASTE GREAT
3322,5,Yummy!
3323,5,Best Ever
3324,5,Good Hot Chocolate
3325,5,Yummy!
3326,4,Not bad for the price!
3327,1,NASTY
3328,3,Grove Square Hot Cocoa
3329,4,Pleased with it
3330,5,Grove Square Hot Chocolate is the best.
3331,4,Great hot chocolate and reasonable price
3332,2,"Tastes ""off"""
3333,4,Peppermint is our favorite
3334,1,Horrible
3335,5,Best K cup hot cocoa
3336,2,Not good
3337,5,Great Tasting! Great Value
3338,4,Tasty
3339,5,Best Hot Cocoa
3340,1,Really Awful
3341,5,Best Hot Chocolate for K-Cups
3342,4,Good flavor and wont break the bank
3343,5,FAVORITE HOT COCOA!
3344,5,Yummy
3345,5,Yummy hot chocolate
3346,5,Pretty good hot chocolate
3347,2,Should have listened to other bad reviews :(
3348,4,Good Buy
3349,1,Tastes like a diet product
3350,1,Not good!
3351,5,Chocolate heaven!
3352,5,Awesome!
3353,2,Funny taste?
3354,2,Artificial Sweetener! YUCK!
3355,5,YUM!
3356,5,Well pleased.
3357,3,Good Flavor
3358,5,"great product, great price, pepermint is outstanding"
3359,4,Great taste the whole family loves
3360,5,hot cocoa
3361,5,Very good Hot Chocolate
3362,5,Grove City Hot Chocolate
3363,5,good and tasty
3364,5,"Great Deal, Great Cocoa!"
3365,5,Great!!!
3366,4,Best tasting cocoa k-cup available
3367,5,Finally a good k cup hot chocolate!
3368,5,Good Cocoa - GREAT price
3369,5,Great
3370,5,Great!
3371,1,So bad I had trouble giving it away!
3372,5,This hits the spot!
3373,5,Yummy!
3374,5,delicious!
3375,5,Excellent Hot Chocolate
3376,5,Best Hot Cocoa Ever
3377,5,BEST HOT COCOA YET
3378,2,Horrible Taste!
3379,5,So much better than Cafe Escapes!
3380,5,THE BEST
3381,4,Grove Square Hot Chocolate
3382,5,Great Hot Cocoa!
3383,5,great assortment
3384,4,GOOD NOT GREAT
3385,5,Yummy!
3386,4,Good for the money
3387,5,yumm!!
3388,4,Yum!
3389,5,Great Product!
3390,5,EXCELLENT PRODUCT
3391,5,Tastes Great!
3392,5,yummy!!!  And fro Amazon too..........
3393,5,Perfect Hot Choc Variety Box
3394,2,You get what you paid for
3395,5,The Best of All of Them
3396,5,hot cocoa cups
3397,4,Surprisingly good
3398,5,Very good hot cocoa
3399,5,hot cocoa
3400,5,Great product
3401,5,Hot Cocoa Anyone?
3402,4,Yummy!
3403,3,"Not bad, but same taste as powder packs at grocery store"
3404,4,Very Good for the price
3405,4,Best Dark Cocoa so fat
3406,5,wow!
3407,2,Not Good
3408,5,Grove Square K-cups
3409,4,Pretty good - not as bad as others are saying.
3410,3,Mixed Reviews
3411,5,Hot Chocolate
3412,3,A little thin
3413,4,JZ
3414,5,Much better and less expensive than that ordered from Keurig!
3415,2,At least it wasn't expensive.
3416,5,Surprisingly Good!
3417,5,Really Good Hot Cocoa - Highly Recommended
3418,1,Too much artificial sweetner
3419,2,The description does not mention that it is sugar-free
3420,2,Why does this have sucralose?
3421,2,"Too sweet, too weak"
3422,5,Best Hot Cocoa for Keurig
3423,5,Surprisingly Good.
3424,4,Best Hot Cocoa for Keurig
3425,4,not perfect but better than the rest
3426,5,Excellent hot cocoa!!!
3427,5,Fantastic
3428,5,Delicious!
3429,5,Great cocoa
3430,1,Contains Trans-Fats
3431,1,Very disapointing!!
3432,5,Dark chocolate lover - best I've tried
3433,1,Not good
3434,1,"Not bad, but not good either"
3435,1,Bad Taste
3436,1,Worst Hot chocolate ever!
3437,3,It's decent...
3438,3,nothing special
3439,4,Great as a creamer or added chocolate flavoring
3440,5,"The ""Replicator"" of our time."
3441,5,Delicious
3442,3,It's Ok. Best I Have Found So Far
3443,5,Great Hot Chocolate
3444,3,"Why, oh why, add fake sugar?"
3445,5,"Grove square hot cocoa cups, Dark, single serve cup"
3446,1,First ingredient is trans fat ( partially hydrogenated oil )
3447,1,Grove Square
3448,1,"Mmmmm,plastic"
3449,1,Taste like diet
3450,2,Not Good
3451,2,SoSo
3452,3,Ok...but has a funny aftertaste
3453,5,Great pricing!
3454,1,W-E-A-K! NOT WORTH THE COST!!!!
3455,2,Cocoa wasn't bad. . .Price was horrible
3456,1,not quality at all
3457,1,I wish I would've known!
3458,2,"Not worth it, bad concept"
3459,5,Wonderful Hot Cocoa
3460,5,Delish
3461,4,Very acceptable K Cup Hot Chocolate
3462,4,Pretty good
3463,5,Good Stuff
3464,5,nice flavor
3465,5,Wonderful!
3466,4,Good Chocolate!
3467,1,Not my favorite
3468,1,"Good Price, Bad Taste"
3469,3,I like it but the cost
3470,4,If You Are Wondering???
3471,5,Winter delight!!
3472,5,Excellent Hot Chocholate
3473,5,Great!
3474,5,Grove Square Single Serve Hot Cocoa For Keurig
3475,5,Delicious!!
3476,4,Really good!
3477,5,Great tasting cocoa for your Keurig
3478,5,Great cocoa !!
3479,3,It's office hot cocoa - but add milk and it's halfway decent
3480,5,very yummy hot cocoa!
3481,5,Yum!
3482,5,Excellent Flavor
3483,5,Great Cocoa
3484,5,smooth
3485,4,Best K-cup cocoa
3486,5,yummy hot choc--olate
3487,5,The best tasting hot cocoa I have had!
3488,2,"Gave it a try, but not as good"
3489,5,GREAT Cocoa for the price.
3490,5,I love this Hot Chocolate!
3491,5,Hot chocolate in seconds
3492,1,Downright awful!
3493,2,not as good as Cafe Escapes
3494,4,"This ISN""T Sugar Free"
3495,2,Artificially Sweet
3496,1,Very Disapointed
3497,1,Had much higher hopes!
3498,5,Great
3499,1,YUCK!!! Artifical sweetener
3500,2,It's not the greatest
3501,4,Grove Square Hot Cocoa cups
3502,1,taste and smells like rubber
3503,5,yummy
3504,4,Nice tasting cocoa
3505,5,Love it!
3506,5,Great product
3507,5,Hot Cocoa k cups
3508,3,Has sucralose :(
3509,5,Great Hot Chocolate
3510,3,Chocolately -- but too sweet . . .
3511,3,OK product...good for price
3512,4,VERY PLEASED!!
3513,5,Yummy!!
3514,4,HOT COCOA
3515,1,PARTIALLY HYDROGENATED VEGETABLE OIL
3516,2,"Weird after taste, sugar substitute"
3517,1,Stay away from artificial sweeatners
3518,1,"Good taste, bad product"
3519,4,Very good hot cocoa.
3520,2,Tastes like hot sugar water
3521,5,Great tasting
3522,5,Can't Complain...
